OrderNumber,LineNumber,Model
cumid51503,2,Women's Mountain Shorts
cumid51507,1,山地车400
cumid51507,2,洗车喷剂
cumid51504,1,公路车350
cumid51504,2,运动型头盔
cumid51502,1,山地车500
cumid51502,2,山地车挡泥板
cumid51502,3,山地车水壶架
cumid51502,4,运动水壶
cumid51502,5,运动型头盔
cumid51508,1,竞速公路车
cumid51508,2,运动型头盔
cumid51509,1,竞速公路车
cumid51509,2,运动水壶
cumid51509,3,公路车水壶架
cumid51509,4,运动型头盔
cumid51522,1,山地英骑
cumid51522,2,山地车挡泥板
cumid51520,1,山地英骑
cumid51520,2,山地车挡泥板
cumid51520,3,万能自行车座
cumid51516,1,山地英骑
cumid51512,1,山地英骑
cumid51512,2,山地车水壶架
cumid51512,3,运动水壶
cumid51512,4,自行车帽
cumid51512,5,短袖经典车衣
cumid51519,1,山地车400
cumid51519,2,Women's Mountain Shorts
cumid51518,1,普通公路车
cumid51518,2,运动水壶
cumid51518,3,公路车水壶架
cumid51518,4,修补工具
cumid51515,1,普通公路车
cumid51513,1,公路车350
cumid51513,2,ml公路外胎
cumid51513,3,长袖骑车衣
cumid51514,1,山地车500
cumid51514,2,自行车帽
cumid51514,3,长袖骑车衣
cumid51511,1,普通公路车
cumid51511,2,公路车内胎
cumid51511,3,hl公路外胎
cumid51517,1,普通公路车
cumid51517,2,公路车水壶架
cumid51517,3,运动水壶
cumid51527,1,竞速公路车
cumid51527,2,运动型头盔
cumid51524,1,竞速公路车
cumid51524,2,公路车水壶架
cumid51524,3,运动水壶
cumid51524,4,自行车帽
cumid51526,1,公路车550
cumid51526,2,运动型头盔
cumid51523,1,旅游型自行车(小)
cumid51523,2,公路车水壶架
cumid51523,3,运动水壶
cumid51523,4,修补工具
cumid51525,1,公路车550
cumid51525,2,短袖经典车衣
cumid51521,1,旅游型自行车(大)
cumid51534,1,山地英骑
cumid51534,2,山地车挡泥板
cumid51534,3,短袖经典车衣
cumid51533,1,山地英骑
cumid51531,1,山地英骑
cumid51531,2,山地车水壶架
cumid51531,3,运动水壶
cumid51531,4,短袖经典车衣
cumid51528,1,普通公路车
cumid51528,2,公路车水壶架
cumid51528,3,洗车喷剂
cumid51529,1,普通公路车
cumid51529,2,公路车水壶架
cumid51529,3,自行车帽
cumid51529,4,运动水壶
cumid51536,1,公路车350
cumid51536,2,运动型头盔
cumid51539,1,公路车550
cumid51539,2,自行车帽
cumid51539,3,短袖经典车衣
cumid51540,1,公路车550
cumid51540,2,运动型头盔
cumid51530,1,普通公路车
cumid51538,1,竞速公路车
cumid51538,2,ll公路车外胎
cumid51541,1,公路车550
cumid51541,2,运动型头盔
cumid51541,3,自行车帽
cumid51542,1,公路车550
cumid51532,1,普通公路车
cumid51532,2,运动型头盔
cumid51535,1,公路车350
cumid51537,1,旅游型自行车(小)
cumid51537,2,运动型头盔
cumid51562,1,山地英骑
cumid51562,2,修补工具
cumid51556,1,山地英骑
cumid51556,2,修补工具
cumid51561,1,山地英骑
cumid51561,2,山地车挡泥板
cumid51561,3,经典背心
cumid51555,1,山地英骑
cumid51555,2,hl山地外胎
cumid51555,3,山地车内胎
cumid51555,4,山地车挡泥板
cumid51555,5,运动水壶
cumid51555,6,山地车水壶架
cumid51555,7,修补工具
cumid51544,1,山地英骑
cumid51544,2,hl山地外胎
cumid51554,1,山地英骑
cumid51554,2,山地车水壶架
cumid51554,3,运动水壶
cumid51554,4,自行车帽
cumid51553,1,山地英骑
cumid51553,2,山地车挡泥板
cumid51553,3,长袖骑车衣
cumid51553,4,自行车帽
cumid51550,1,山地英骑
cumid51550,2,运动型头盔
cumid51547,1,普通公路车
cumid51547,2,水壶包
cumid51551,1,山地车500
cumid51551,2,山地车水壶架
cumid51551,3,运动水壶
cumid51551,4,自行车帽
cumid51552,1,山地车400
cumid51552,2,Women's Mountain Shorts
cumid51552,3,半掌手套
cumid51569,1,竞速公路车
cumid51569,2,公路车水壶架
cumid51569,3,运动水壶
cumid51569,4,短袖经典车衣
cumid51567,1,竞速公路车
cumid51567,2,ll公路车外胎
cumid51567,3,修补工具
cumid51563,1,山地车500
cumid51563,2,山地车内胎
cumid51563,3,ll山地胎
cumid51563,4,修补工具
cumid51543,1,普通公路车
cumid51543,2,运动水壶
cumid51543,3,公路车水壶架
cumid51543,4,自行车帽
cumid51560,1,竞速公路车
cumid51560,2,运动型头盔
cumid51545,1,普通公路车
cumid51548,1,普通公路车
cumid51548,2,运动水壶
cumid51548,3,公路车水壶架
cumid51548,4,短袖经典车衣
cumid51568,1,竞速公路车
cumid51568,2,半掌手套
cumid51549,1,普通公路车
cumid51549,2,运动水壶
cumid51549,3,公路车水壶架
cumid51549,4,运动型头盔
cumid51570,1,竞速公路车
cumid51558,1,公路车550
cumid51558,2,ml公路外胎
cumid51558,3,公路车内胎
cumid51558,4,万能自行车座
cumid51566,1,旅游型自行车(小)
cumid51566,2,运动水壶
cumid51566,3,公路车水壶架
cumid51559,1,公路车550
cumid51559,2,ml公路外胎
cumid51559,3,公路车内胎
cumid51559,4,运动型头盔
cumid51565,1,旅游型自行车(中)
cumid51565,2,运动水壶
cumid51565,3,公路车水壶架
cumid51564,1,旅游型自行车(大)
cumid51564,2,竞速袜
cumid51546,1,普通公路车
cumid51546,2,运动水壶
cumid51546,3,公路车水壶架
cumid51546,4,经典背心
cumid51557,1,旅游型自行车(大)
cumid51581,1,山地英骑
cumid51581,2,山地车内胎
cumid51581,3,hl山地外胎
cumid51581,4,山地车挡泥板
cumid51581,5,运动型头盔
cumid51577,1,山地英骑
cumid51582,1,山地英骑
cumid51582,2,山地车内胎
cumid51582,3,hl山地外胎
cumid51582,4,修补工具
cumid51573,1,山地英骑
cumid51573,2,运动型头盔
cumid51576,1,山地英骑
cumid51576,2,水壶包
cumid51571,1,旅游型自行车(中)
cumid51571,2,短袖经典车衣
cumid51583,1,竞速公路车
cumid51583,2,运动型头盔
cumid51574,1,普通公路车
cumid51574,2,运动型头盔
cumid51580,1,竞速公路车
cumid51580,2,公路车水壶架
cumid51580,3,运动水壶
cumid51585,1,公路车550
cumid51585,2,运动型头盔
cumid51584,1,竞速公路车
cumid51584,2,运动型头盔
cumid51575,1,普通公路车
cumid51572,1,普通公路车
cumid51572,2,hl公路外胎
cumid51579,1,竞速公路车
cumid51579,2,运动水壶
cumid51579,3,公路车水壶架
cumid51579,4,自行车帽
cumid51578,1,竞速公路车
cumid51578,2,公路车内胎
cumid51578,3,ll公路车外胎
cumid51578,4,短袖经典车衣
cumid51578,5,半掌手套
cumid51595,1,山地英骑
cumid51595,2,山地车挡泥板
cumid51595,3,运动型头盔
cumid51593,1,山地英骑
cumid51593,2,运动型头盔
cumid51592,1,山地英骑
cumid51592,2,hl山地外胎
cumid51594,1,山地英骑
cumid51594,2,hl山地外胎
cumid51594,3,山地车内胎
cumid51591,1,山地英骑
cumid51591,2,山地车挡泥板
cumid51590,1,山地英骑
cumid51590,2,山地车内胎
cumid51590,3,hl山地外胎
cumid51590,4,运动型头盔
cumid51589,1,山地英骑
cumid51589,2,水壶包
cumid51589,3,半掌手套
cumid51602,1,旅游型自行车(小)
cumid51602,2,运动型头盔
cumid51597,1,山地英骑
cumid51597,2,水壶包
cumid51597,3,洗车喷剂
cumid51586,1,普通公路车
cumid51586,2,公路车水壶架
cumid51586,3,运动水壶
cumid51586,4,短袖经典车衣
cumid51600,1,竞速公路车
cumid51598,1,旅游型自行车(小)
cumid51599,1,旅游型自行车(小)
cumid51599,2,运动型头盔
cumid51596,1,旅游型自行车(中)
cumid51596,2,运动型头盔
cumid51601,1,竞速公路车
cumid51588,1,普通公路车
cumid51588,2,公路车内胎
cumid51588,3,hl公路外胎
cumid51588,4,运动型头盔
cumid51587,1,普通公路车
cumid51587,2,公路车内胎
cumid51587,3,hl公路外胎
cumid51603,1,旅游型自行车(中)
cumid51603,2,自行车帽
cumid51612,1,山地英骑
cumid51612,2,hl山地外胎
cumid51612,3,山地车内胎
cumid51612,4,修补工具
cumid51610,1,山地英骑
cumid51610,2,山地车挡泥板
cumid51610,3,水壶包
cumid51604,1,山地英骑
cumid51604,2,山地车水壶架
cumid51608,1,山地车400
cumid51608,2,洗车喷剂
cumid51609,1,山地车400
cumid51609,2,山地车内胎
cumid51609,3,ml山地外胎
cumid51609,4,修补工具
cumid51613,1,旅游型自行车(大)
cumid51613,2,公路车水壶架
cumid51613,3,运动水壶
cumid51607,1,公路车350
cumid51611,1,竞速公路车
cumid51611,2,公路车水壶架
cumid51611,3,运动水壶
cumid51611,4,短袖经典车衣
cumid51606,1,公路车350
cumid51605,1,公路车350
cumid51605,2,ml公路外胎
cumid51605,3,公路车内胎
cumid51605,4,运动型头盔
cumid51616,1,竞速公路车
cumid51616,2,公路车水壶架
cumid51616,3,运动水壶
cumid51616,4,修补工具
cumid51617,1,竞速公路车
cumid51617,2,公路车水壶架
cumid51617,3,运动水壶
cumid51617,4,运动型头盔
cumid51617,5,自行车帽
cumid51615,1,旅游型自行车(小)
cumid51615,2,竞速袜
cumid51614,1,旅游型自行车(大)
cumid51614,2,短袖经典车衣
cumid51618,1,竞速公路车
cumid51629,1,山地英骑
cumid51629,2,山地车挡泥板
cumid51629,3,运动型头盔
cumid51634,1,旅游型自行车(大)
cumid51634,2,公路车水壶架
cumid51622,1,山地车500
cumid51622,2,山地车挡泥板
cumid51622,3,长袖骑车衣
cumid51626,1,山地车500
cumid51626,2,山地车水壶架
cumid51621,1,山地车400
cumid51621,2,长袖骑车衣
cumid51625,1,山地车500
cumid51625,2,山地车挡泥板
cumid51625,3,修补工具
cumid51630,1,公路车550
cumid51630,2,公路车水壶架
cumid51630,3,运动水壶
cumid51631,1,公路车550
cumid51628,1,竞速公路车
cumid51633,1,公路车550
cumid51632,1,公路车550
cumid51619,1,公路车350
cumid51619,2,长袖骑车衣
cumid51620,1,公路车350
cumid51620,2,ml公路外胎
cumid51620,3,公路车内胎
cumid51620,4,短袖经典车衣
cumid51624,1,普通公路车
cumid51624,2,自行车帽
cumid51624,3,运动型头盔
cumid51623,1,普通公路车
cumid51623,2,hl公路外胎
cumid51623,3,公路车内胎
cumid51623,4,修补工具
cumid51623,5,洗车喷剂
cumid51627,1,旅游型自行车(小)
cumid51627,2,运动水壶
cumid51627,3,公路车水壶架
cumid51650,1,山地英骑
cumid51646,1,山地英骑
cumid51646,2,山地车水壶架
cumid51651,1,山地英骑
cumid51651,2,水壶包
cumid51649,1,山地英骑
cumid51649,2,山地车水壶架
cumid51649,3,运动水壶
cumid51647,1,山地英骑
cumid51647,2,水壶包
cumid51647,3,长袖骑车衣
cumid51648,1,山地英骑
cumid51648,2,山地车水壶架
cumid51648,3,运动水壶
cumid51641,1,山地英骑
cumid51641,2,运动型头盔
cumid51652,1,山地英骑
cumid51652,2,山地车内胎
cumid51652,3,hl山地外胎
cumid51652,4,修补工具
cumid51652,5,洗车喷剂
cumid51644,1,普通公路车
cumid51642,1,山地英骑
cumid51642,2,水壶包
cumid51642,3,短袖经典车衣
cumid51638,1,山地车400
cumid51638,2,长袖骑车衣
cumid51658,1,旅游型自行车(小)
cumid51658,2,运动型头盔
cumid51659,1,旅游型自行车(大)
cumid51659,2,公路车水壶架
cumid51645,1,山地车500
cumid51645,2,山地车水壶架
cumid51645,3,运动水壶
cumid51645,4,经典背心
cumid51639,1,山地车400
cumid51639,2,ml山地外胎
cumid51639,3,山地车内胎
cumid51639,4,修补工具
cumid51636,1,普通公路车
cumid51636,2,公路车水壶架
cumid51635,1,普通公路车
cumid51635,2,hl公路外胎
cumid51635,3,经典背心
cumid51635,4,公路车内胎
cumid51657,1,公路车550
cumid51657,2,长袖骑车衣
cumid51643,1,普通公路车
cumid51643,2,运动型头盔
cumid51640,1,山地车400
cumid51640,2,长袖骑车衣
cumid51655,1,竞速公路车
cumid51655,2,公路车水壶架
cumid51637,1,公路车350
cumid51637,2,短袖经典车衣
cumid51637,3,半掌手套
cumid51654,1,旅游型自行车(小)
cumid51654,2,旅游自行车外胎(通用)
cumid51654,3,旅游车内胎
cumid51654,4,半掌手套
cumid51656,1,竞速公路车
cumid51656,2,经典背心
cumid51653,1,旅游型自行车(小)
cumid51653,2,运动型头盔
cumid51667,1,山地英骑
cumid51668,1,山地英骑
cumid51668,2,故障栓钩
cumid51665,1,山地英骑
cumid51665,2,山地车挡泥板
cumid51660,1,山地英骑
cumid51660,2,山地车水壶架
cumid51660,3,运动水壶
cumid51660,4,运动型头盔
cumid51664,1,山地车400
cumid51664,2,ml山地外胎
cumid51664,3,运动水壶
cumid51664,4,修补工具
cumid51663,1,普通公路车
cumid51663,2,公路车水壶架
cumid51663,3,运动水壶
cumid51663,4,自行车帽
cumid51666,1,竞速公路车
cumid51666,2,运动水壶
cumid51666,3,公路车水壶架
cumid51661,1,公路车350
cumid51661,2,ml公路外胎
cumid51661,3,公路车内胎
cumid51661,4,运动型头盔
cumid51671,1,竞速公路车
cumid51670,1,旅游型自行车(小)
cumid51670,2,自行车帽
cumid51670,3,短袖经典车衣
cumid51669,1,自行车帽
cumid51669,2,旅游型自行车(大)
cumid51662,1,普通公路车
cumid51682,1,山地英骑
cumid51679,1,山地英骑
cumid51679,2,水壶包
cumid51679,3,半掌手套
cumid51683,1,山地英骑
cumid51683,2,山地车水壶架
cumid51683,3,运动水壶
cumid51683,4,短袖经典车衣
cumid51678,1,山地英骑
cumid51678,2,运动型头盔
cumid51677,1,山地英骑
cumid51677,2,运动型头盔
cumid51684,1,山地英骑
cumid51684,2,山地车挡泥板
cumid51684,3,山地车水壶架
cumid51684,4,运动水壶
cumid51684,5,运动型头盔
cumid51681,1,旅游型自行车(大)
cumid51681,2,公路车水壶架
cumid51680,1,旅游型自行车(大)
cumid51680,2,运动型头盔
cumid51687,1,旅游型自行车(小)
cumid51687,2,运动型头盔
cumid51687,3,自行车帽
cumid51675,1,山地车500
cumid51675,2,山地车水壶架
cumid51675,3,运动水壶
cumid51688,1,旅游型自行车(中)
cumid51688,2,运动型头盔
cumid51673,1,普通公路车
cumid51673,2,hl公路外胎
cumid51673,3,公路车内胎
cumid51673,4,运动型头盔
cumid51685,1,公路车550
cumid51672,1,普通公路车
cumid51672,2,公路车水壶架
cumid51672,3,运动水壶
cumid51676,1,普通公路车
cumid51676,2,hl公路外胎
cumid51676,3,故障栓钩
cumid51686,1,竞速公路车
cumid51686,2,公路车水壶架
cumid51674,1,普通公路车
cumid51674,2,公路车内胎
cumid51674,3,hl公路外胎
cumid51674,4,修补工具
cumid51689,1,旅游型自行车(中)
cumid51689,2,运动水壶
cumid51689,3,公路车水壶架
cumid51877,1,山地英骑
cumid51877,2,山地车内胎
cumid51877,3,hl山地外胎
cumid51877,4,运动型头盔
cumid51878,1,山地英骑
cumid51887,1,短袖经典车衣
cumid51887,2,半掌手套
cumid51909,1,旅游车内胎
cumid51909,2,长袖骑车衣
cumid51916,1,山地英骑
cumid51911,1,hl山地外胎
cumid51911,2,山地车内胎
cumid51911,3,修补工具
cumid51880,1,公路车水壶架
cumid51880,2,运动水壶
cumid51880,3,竞速袜
cumid51908,1,ll公路车外胎
cumid51908,2,公路车内胎
cumid51912,1,hl山地外胎
cumid51897,1,运动水壶
cumid51897,2,山地车水壶架
cumid51897,3,洗车喷剂
cumid51902,1,Women's Mountain Shorts
cumid51902,2,半掌手套
cumid51902,3,长袖骑车衣
cumid51910,1,hl山地外胎
cumid51910,2,修补工具
cumid51904,1,公路车内胎
cumid51904,2,hl公路外胎
cumid51904,3,运动型头盔
cumid51913,1,山地车挡泥板
cumid51913,2,运动水壶
cumid51913,3,山地车水壶架
cumid51913,4,水壶包
cumid51894,1,hl公路外胎
cumid51894,2,公路车内胎
cumid51894,3,运动型头盔
cumid51894,4,半掌手套
cumid51900,1,山地车内胎
cumid51900,2,山地车挡泥板
cumid51900,3,长袖骑车衣
cumid51900,4,自行车帽
cumid51883,1,运动型头盔
cumid51898,1,山地车水壶架
cumid51898,2,运动水壶
cumid51898,3,短袖经典车衣
cumid51890,1,hl公路外胎
cumid51890,2,修补工具
cumid51885,1,修补工具
cumid51901,1,hl山地外胎
cumid51901,2,山地车内胎
cumid51901,3,运动型头盔
cumid51896,1,ml山地外胎
cumid51896,2,山地车内胎
cumid51896,3,修补工具
cumid51907,1,旅游车内胎
cumid51907,2,半掌手套
cumid51884,1,旅游自行车外胎(通用)
cumid51884,2,旅游车内胎
cumid51884,3,半掌手套
cumid51921,1,旅游型自行车(中)
cumid51921,2,运动型头盔
cumid51899,1,运动水壶
cumid51899,2,运动型头盔
cumid51899,3,长袖骑车衣
cumid51886,1,修补工具
cumid51876,1,普通公路车
cumid51876,2,运动型头盔
cumid51903,1,ml公路外胎
cumid51903,2,修补工具
cumid51903,3,万能自行车座
cumid51920,1,公路车550
cumid51920,2,ml公路外胎
cumid51915,1,普通公路车
cumid51915,2,公路车内胎
cumid51915,3,hl公路外胎
cumid51881,1,山地车内胎
cumid51881,2,hl山地外胎
cumid51881,3,修补工具
cumid51919,1,竞速公路车
cumid51919,2,ll公路车外胎
cumid51919,3,公路车内胎
cumid51919,4,运动型头盔
cumid51918,1,竞速公路车
cumid51918,2,公路车水壶架
cumid51918,3,运动水壶
cumid51918,4,水壶包
cumid51914,1,普通公路车
cumid51914,2,洗车喷剂
cumid51893,1,ml山地外胎
cumid51905,1,公路车内胎
cumid51905,2,运动型头盔
cumid51906,1,旅游自行车外胎(通用)
cumid51892,1,hl公路外胎
cumid51892,2,修补工具
cumid51891,1,hl公路外胎
cumid51891,2,修补工具
cumid51895,1,hl公路外胎
cumid51895,2,修补工具
cumid51889,1,ll公路车外胎
cumid51889,2,短袖经典车衣
cumid51882,1,旅游车内胎
cumid51882,2,修补工具
cumid51882,3,万能自行车座
cumid51917,1,旅游型自行车(小)
cumid51917,2,公路车水壶架
cumid51879,1,自行车帽
cumid51888,1,公路车内胎
cumid51888,2,运动型头盔
cumid51888,3,经典背心
cumid51925,1,公路车水壶架
cumid51925,2,运动水壶
cumid51942,1,山地车水壶架
cumid51942,2,水壶包
cumid51933,1,公路车内胎
cumid51933,2,ml公路外胎
cumid51933,3,修补工具
cumid51936,1,hl公路外胎
cumid51936,2,公路车内胎
cumid51936,3,运动型头盔
cumid51936,4,半掌手套
cumid51959,1,山地英骑
cumid51959,2,山地车挡泥板
cumid51959,3,修补工具
cumid51923,1,山地英骑
cumid51923,2,山地车挡泥板
cumid51923,3,运动型头盔
cumid51946,1,运动水壶
cumid51946,2,故障栓钩
cumid51957,1,hl山地外胎
cumid51957,2,山地车内胎
cumid51957,3,运动型头盔
cumid51943,1,山地车水壶架
cumid51943,2,水壶包
cumid51943,3,半掌手套
cumid51932,1,自行车帽
cumid51960,1,自行车帽
cumid51960,2,旅游型自行车(中)
cumid51955,1,旅游车内胎
cumid51955,2,旅游自行车外胎(通用)
cumid51955,3,运动型头盔
cumid51931,1,洗车喷剂
cumid51940,1,山地车水壶架
cumid51940,2,运动水壶
cumid51940,3,运动型头盔
cumid51926,1,ml公路外胎
cumid51926,2,公路车内胎
cumid51926,3,运动型头盔
cumid51948,1,山地车内胎
cumid51948,2,修补工具
cumid51930,1,运动型头盔
cumid51949,1,ll山地胎
cumid51949,2,山地车内胎
